[2023/06/04 18:13:11] - Namespace(activation='relu', l2=0, l1=0, act_beta_l2=5, act_beta_clip=0.1, batch_size=128, data_dir='/data/xuwang_yin/Projects/adversarial-corruptions/datasets/imagenet100', epochs=100, lr_schedule='piecewise', lr_max=0.1, attack='pgd', epsilon=128, attack_iters=10, attack_iters_test=20, restarts=1, pgd_alpha=19.125, norm='l_2', fname='imagenet100_l2_vr_1.0', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, chkpt_iters=10, var_reg_type='var', var_reg=1.0, var_norm='l_2', logits_reg=True, reg_only_correct=False, trades=False, trades_beta=6.0)
[2023/06/04 18:13:12] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2023/06/04 18:13:37] - Namespace(activation='relu', l2=0, l1=0, act_beta_l2=5, act_beta_clip=0.1, batch_size=128, data_dir='/data/xuwang_yin/Projects/adversarial-corruptions/datasets/imagenet100', epochs=100, lr_schedule='piecewise', lr_max=0.1, attack='pgd', epsilon=128, attack_iters=10, attack_iters_test=20, restarts=1, pgd_alpha=19.125, norm='l_2', fname='imagenet100_l2_vr_1.0', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, chkpt_iters=10, var_reg_type='var', var_reg=1.0, var_norm='l_2', logits_reg=True, reg_only_correct=False, trades=False, trades_beta=6.0)
[2023/06/04 18:13:39] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2023/06/04 18:15:09] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2023/06/04 18:32:20] - Namespace(activation='relu', l2=0, l1=0, act_beta_l2=5, act_beta_clip=0.1, batch_size=128, data_dir='/data/xuwang_yin/Projects/adversarial-corruptions/datasets/imagenet100', epochs=100, lr_schedule='piecewise', lr_max=0.1, attack='pgd', epsilon=128, attack_iters=10, attack_iters_test=20, restarts=1, pgd_alpha=19.125, norm='l_2', fname='imagenet100_l2_vr_1.0', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, chkpt_iters=10, var_reg_type='var', var_reg=1.0, var_norm='l_2', logits_reg=True, reg_only_correct=False, trades=False, trades_beta=6.0)
[2023/06/04 18:32:21] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2023/06/04 19:17:15] - 0 	 2642.1 	 	 51.9 	 	 0.1000 	 4.6295 	 0.0197 	 4.9195 	 	 0.0177 	 	 12.4014 	 0.0220 	 12.8525 	 	 0.0202
[2023/06/04 20:01:06] - 1 	 2576.4 	 	 53.9 	 	 0.1000 	 4.3481 	 0.0520 	 4.4915 	 	 0.0469 	 	 22.0339 	 0.0320 	 22.9298 	 	 0.0286
[2023/06/04 20:45:16] - 2 	 2594.9 	 	 54.4 	 	 0.1000 	 3.9846 	 0.1063 	 4.2502 	 	 0.0939 	 	 5.1757 	 0.0882 	 5.2611 	 	 0.0854
[2023/06/04 21:29:24] - 3 	 2593.3 	 	 54.5 	 	 0.1000 	 3.6376 	 0.1724 	 4.0119 	 	 0.1495 	 	 5.8521 	 0.0800 	 5.9782 	 	 0.0760
[2023/06/04 22:13:43] - 4 	 2604.4 	 	 55.1 	 	 0.1000 	 3.2942 	 0.2414 	 3.7748 	 	 0.2070 	 	 13.3022 	 0.0766 	 13.7735 	 	 0.0712
[2023/06/04 22:58:05] - 5 	 2606.8 	 	 54.9 	 	 0.1000 	 3.0206 	 0.3026 	 3.5803 	 	 0.2565 	 	 4.1368 	 0.1194 	 4.2924 	 	 0.1056
[2023/06/04 23:42:24] - 6 	 2604.0 	 	 54.2 	 	 0.1000 	 2.8315 	 0.3460 	 3.4441 	 	 0.2921 	 	 4.8949 	 0.0916 	 5.0487 	 	 0.0838
[2023/06/05 00:26:36] - 7 	 2597.7 	 	 54.5 	 	 0.1000 	 2.6827 	 0.3810 	 3.3363 	 	 0.3205 	 	 3.4294 	 0.2196 	 3.5453 	 	 0.1976
[2023/06/05 01:10:40] - 8 	 2589.2 	 	 54.8 	 	 0.1000 	 2.5635 	 0.4107 	 3.2514 	 	 0.3443 	 	 3.2854 	 0.2568 	 3.4196 	 	 0.2374
[2023/06/05 01:54:59] - 9 	 2602.7 	 	 55.5 	 	 0.1000 	 2.4762 	 0.4316 	 3.1896 	 	 0.3615 	 	 3.9069 	 0.2134 	 4.1227 	 	 0.1916
[2023/06/05 02:40:11] - 10 	 2656.1 	 	 55.1 	 	 0.1000 	 2.3934 	 0.4531 	 3.1293 	 	 0.3787 	 	 3.4096 	 0.2736 	 3.6342 	 	 0.2470
[2023/06/05 03:24:38] - 11 	 2612.6 	 	 54.4 	 	 0.1000 	 2.3232 	 0.4706 	 3.0793 	 	 0.3918 	 	 4.3670 	 0.1634 	 4.6076 	 	 0.1414
[2023/06/05 04:09:46] - 12 	 2652.6 	 	 55.6 	 	 0.1000 	 2.2698 	 0.4843 	 3.0405 	 	 0.4030 	 	 3.2632 	 0.2748 	 3.4560 	 	 0.2458
[2023/06/05 04:54:31] - 13 	 2629.9 	 	 55.4 	 	 0.1000 	 2.2181 	 0.4973 	 3.0046 	 	 0.4123 	 	 3.3250 	 0.2780 	 3.5179 	 	 0.2536
[2023/06/05 05:38:58] - 14 	 2611.1 	 	 55.0 	 	 0.1000 	 2.1747 	 0.5078 	 2.9734 	 	 0.4209 	 	 10.1781 	 0.0756 	 10.5695 	 	 0.0650
[2023/06/05 06:23:30] - 15 	 2616.2 	 	 55.6 	 	 0.1000 	 2.1330 	 0.5185 	 2.9425 	 	 0.4302 	 	 4.0625 	 0.1940 	 4.3443 	 	 0.1644
[2023/06/05 07:08:03] - 16 	 2618.4 	 	 54.9 	 	 0.1000 	 2.1037 	 0.5272 	 2.9224 	 	 0.4368 	 	 3.2163 	 0.3214 	 3.4821 	 	 0.2872
[2023/06/05 07:52:33] - 17 	 2615.6 	 	 54.5 	 	 0.1000 	 2.0813 	 0.5332 	 2.9065 	 	 0.4403 	 	 3.2526 	 0.2796 	 3.4463 	 	 0.2444
[2023/06/05 08:36:55] - 18 	 2605.4 	 	 55.6 	 	 0.1000 	 2.0533 	 0.5420 	 2.8862 	 	 0.4470 	 	 4.0409 	 0.2144 	 4.3484 	 	 0.1818
[2023/06/05 09:22:11] - 19 	 2660.1 	 	 55.9 	 	 0.1000 	 2.0311 	 0.5447 	 2.8718 	 	 0.4497 	 	 3.5024 	 0.2410 	 3.7181 	 	 0.2084
[2023/06/05 10:07:36] - 20 	 2668.0 	 	 56.5 	 	 0.1000 	 2.0092 	 0.5518 	 2.8561 	 	 0.4543 	 	 3.1271 	 0.3360 	 3.4311 	 	 0.3004
[2023/06/05 10:53:00] - 21 	 2667.7 	 	 55.7 	 	 0.1000 	 1.9965 	 0.5537 	 2.8449 	 	 0.4571 	 	 3.6628 	 0.2530 	 3.9930 	 	 0.2138
